position,title,link,product_link,product_id,serpapi_product_api,source,price,extracted_price,rating,reviews,thumbnail,delivery,extensions,badge,tag,store_rating,store_reviews,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,old_price,extracted_old_price,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7
38,GAP Women's Classic Straight Fit Denim Jeans,https://www.amazon.com/GAP-Womens-Classic-Straight-Jeans/dp/B09V49KK56?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/1?gl=us&prds=pid:17329553815525703819,17329553815525703819,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17329553815525703819,Amazon.com,,24.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ5z41BEN9f-E1OvModc86QpDb85iHpq5F-bVh046au07tKzKajuwsHtqLPuNHnAX3c7eYr0BsvRqHbgLTYMOF6IJYcgtot2-MV9FPQB_KdhGvE_S9hPvgI_A&usqp=CAE,$5.99 delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap jeans,4.340624999999999,122.84375,0.0,0,0,1,0,0,0,0,1,0,0
39,Women's Mid Rise Organic Cotton '90s Loose Jeans with Washwell by Gap Medium Wash ...,https://www.gap.com/browse/product.do?pid=570868002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/1552637140389047355?gl=us,1552637140389047355,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1552637140389047355,Gap,,44.0,4.4,367.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR14qZZm-UDbg3MekdM7HF7G6C8Ox3sSuu13qWM7zzru0jfBOdquUaTHARmj2DGQoIN2nIo3U2DAR1Q81dnU_s5zZi1q-eszEUXpnuuyg21hD-Fm74LW50G2Q&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$36.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,4.4,367.0,0.0,1,0,1,1,0,0,0,0,0,0
40,Gap Jeans | Men Boot Jeans Gap | Color: Blue | Size: 30 | Namabest's Closet,https://poshmark.com/listing/Men-Boot-Jeans-GAP-6462ac3d52eee1735f505ded?srsltid=AfmBOooGVhgixtTqv_S2M1epXwSTQAsqAZtsyZVd6tMO5xeLiAZ-uptX3Ac#utm_source=gdm_unpaid,https://www.google.com/shopping/product/16426581069120285698?gl=us,16426581069120285698,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16426581069120285698,Poshmark,,40.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQk6xtNUX6AIHlWMmUleePi6oyKzkfSPXjuo88MwOB5IwLPKYhPpmTAWROq1023jBdllaRD4tkY_rQe-OI1D8WVXxQ74FpvuXXqp21HoadXf1HsRCfGKmgRow&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,,,,,used,gap_q,gap jeans,4.340624999999999,122.84375,0.0,0,0,0,0,0,0,0,0,0,0
41,"Gap Vintage High Rise Denim Size 10 in Blue, Women's",https://www.grailed.com/listings/49901912-gap-gap-vintage-high-rise-denim-sz-10?utm_source=google&utm_medium=cpc&utm_campaign=googleshopping&utm_term=sem_nonbranded&utm_content=%20%7C%20jeans&srsltid=AfmBOoq4R5GN6M0evJYCCP3-AXTsZUAn0SXFr9u_tB9tjmDLuIJzgQUzHZc,https://www.google.com/shopping/product/10374915801124922345?gl=us,10374915801124922345,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10374915801124922345,Grailed,,28.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRYD0eIy69wzUNI00Quds1NYDGRfPrlp5K9C5mfYyhiH_49C64NAWZFEqZrERaYj-reNFYN4AP2I-XG5Yw7DcKqAlx0fatF6wI4hnJCsME&usqp=CAE,$15.00 delivery,['SALE'],Top Quality Store,SALE,4.6,84.0,,,,,32.0,used,gap_q,gap jeans,4.340624999999999,122.84375,-4.0,0,1,1,0,0,0,0,0,0,0
42,Gap Factory Women's High Rise Cheeky Straight Jeans with Washwell Dark Stillwell ...,https://www.gapfactory.com/browse/product.do?pid=756353001&vid=1&tid=gfns000002,https://www.google.com/shopping/product/11779551844366435784?gl=us,11779551844366435784,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11779551844366435784,Gap Factory,,29.99,3.3,68.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQAu-5Aj7k1ax3e7KqUnJFu5WKAvbd69Gwe4ef4RHBeJWTifMg9B1qum9w13O425OCu_KjrAZIchb6QfnL7Kq4UobcImbaqOrTq4NaoJ3gtHGKBNI7kpQas&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,59.99,,gap_q,gap jeans,3.3,68.0,-30.000000000000004,0,1,1,1,1,0,0,0,0,0
43,Women's High Rise Stride Wide-Leg Ankle Jeans with Washwell by Gap Medium Wash ...,https://www.gap.com/browse/product.do?pid=728722002&vid=2&tid=gpns000044,https://www.google.com/shopping/product/11861510455279502812?gl=us,11861510455279502812,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11861510455279502812,Gap,,63.0,4.5,410.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTKN7VMqPo8R0HGeCYXHjR74BiVIz4fDLQ8YVrOijxSxtzf4mk3Sd5vIz_98kyS8YyAxklcH8a5eseT8Hq7Xsezm_SMCxZ-JASaqK4m-_rqBRPDonRggvGu&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$16.95 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,4.5,410.0,0.0,1,0,1,1,0,0,0,0,0,0
44,Women's High Rise '70s Flare Jeans with Washwell by Gap Medium Indigo Size 27,https://www.gap.com/browse/product.do?pid=703509002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/14717968563433120159?gl=us,14717968563433120159,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14717968563433120159,Gap,,47.0,4.6,330.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRfC1YubDGwt3Y2uTSh-cUIT7XQR_9eeXiCOMtlL8y7g0L3K_-2aXrDirDuVpkKdhfDsQdtTpH0kB7Lwqb0B5h94MUugovlPBae90C8Xq_IBNNr0i7iry46&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$16.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,4.6,330.0,0.0,1,0,1,1,0,0,0,0,0,0
45,Mens Gap Jeans 32x30 Premium Loose Fit,https://www.ebay.com/itm/374787643274?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOool6YjkCfhocKR3b_Ua72QDhohyXlam4_SGm3D2RtV28H4iKI0SfwE,https://www.google.com/shopping/product/1?gl=us&prds=pid:984783017133304381,984783017133304381,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=984783017133304381,eBay,,21.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR_8m7vVH3N02aklAVQH0c2Ku9-_Z_q1DKtjDLwbSv69oEkrx_MB-lRS0YrlnRyVMTTOusGiRx8zKkpQ9g94RhL4bEV1BOxQkgLLZJhrPte&usqp=CAE,"Free delivery by Fri, Oct 6",,,,,,,,,,,used,gap_q,gap jeans,4.340624999999999,122.84375,0.0,0,0,0,0,0,0,0,0,1,0
46,Women's Organic Cotton High Rise ’90S Loose Jeans with Washwell​ by Gap Medium ...,https://www.gap.com/browse/product.do?pid=803567002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/9522319550744416099?gl=us,9522319550744416099,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9522319550744416099,Gap,,55.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRBQFztspSLQYOdyqxgUkZ9ogRB1nvSnKSeq2i1WiMKjKt69pmnobIhuYApAayb7Uz0EH3hoBbxilFCPw8EgWdiwm2wQoQQIRaxnB2kYf-bgTdX5KbSaqCj&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$7.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,4.340624999999999,122.84375,0.0,1,0,1,1,0,0,0,0,0,0
47,Women's High Rise Kick Fit Jeans with Washwell by Gap Medium Wash Size 34,https://www.gap.com/browse/product.do?pid=794565002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/8025818959716360039?gl=us,8025818959716360039,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8025818959716360039,Gap,,41.0,4.5,128.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQvwHfPSvJh0IDlLOOPNaHsPbc7j8eovLsj7UrvHaN_aFupqHIrUC8xeBadIkSn3PWNCMiErTSJkRsv4sdqD8xREFw_E57ZbF9DZhanNvn2tuf9XhDxAIGC&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$21.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,4.5,128.0,0.0,1,0,1,1,0,0,0,0,0,0
48,Women's Mid Rise Vintage Slim Jeans with Washwell by Gap Medium Indigo Size 27,https://www.gap.com/browse/product.do?pid=852815002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/6297539043280356631?gl=us,6297539043280356631,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6297539043280356631,Gap,,68.99,4.3,75.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSlch1BONE-XfqTmR30SUFOWUaY1Fw8_Q-I9Tnw0LMqJhzyz2Tb0I4pWlOH_UxhOJ6ti_si4IyjBtVhXU96Z4-ja5BoGjUI8YOBQXdVWUjy&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,Top Quality Store,,4.6,,,,,,,,gap_q,gap jeans,4.3,75.0,0.0,0,0,1,1,0,0,0,0,0,0
49,Gap Women's Wide Leg Jeans,https://www.amazon.com/GAP-Womens-Jeans-Medium-32REG/dp/B0B6D11YWK?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/7707808942534958319?gl=us,7707808942534958319,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7707808942534958319,Amazon.com,,52.58,4.5,36.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQeQJ3hUyIKkzA95a00qZd5ivyi8uqEMDZmW1BpQZPHyD4y2xXGnDJSSxeApyEecbVru0uokYX9z9kPZFFyhuiTI9xlJIN0wdVwOWDonjba6GQsj_hs8PreQQ&usqp=CAE,Free delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap jeans,4.5,36.0,0.0,0,0,1,0,0,0,0,1,0,0
50,Women's Low Rise Stride Wide-Leg Jeans with Washwell by Gap Light Indigo Destroy ...,https://www.gap.com/browse/product.do?pid=570921002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/7954722854327356538?gl=us,7954722854327356538,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7954722854327356538,Gap,,53.0,3.7,57.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS5me6-Pd6sMIfsJElUJ6EL5kSKVg4CAVTkvgYCVA0kqggbhyYdTmWhxNvoWXQ09_Yx7sclgsayCK86QUh0-izWBombxQDHdFlep_w3gyfcj6OfqkGUujsK&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$18.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,3.7,57.0,0.0,1,0,1,1,0,0,0,0,0,0
51,Women's Mid Rise Girlfriend Jeans with Washwell by Gap Medium Wash Size 25,https://www.gap.com/browse/product.do?pid=794602002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/2034869787488505967?gl=us,2034869787488505967,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2034869787488505967,Gap,,41.0,4.6,220.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRXuUvO--_-EAFSWB70eh6KbJqc82st1klotL9Lu_imig4FDoNvcKk9YKL54Gd_NWEVXjY_RWxx2IQ9pUhGv8U_Oa1T74C19hfJH-k8e5YBmDVx_wM_i0Fd&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$14.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,4.6,220.0,0.0,1,0,1,1,0,0,0,0,0,0
52,Gap Factory Women's High Rise Destructed '90s Loose Jeans with Washwell Light ...,https://www.gapfactory.com/browse/product.do?pid=592892001&vid=1&tid=gfns000002,https://www.google.com/shopping/product/9604641028389186247?gl=us,9604641028389186247,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9604641028389186247,Gap Factory,,32.0,5.0,1.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRG4u7ri5pqM8bKn3v7kAJNMa_VvrhF-XiQdPJ1LoCYApIpXI0ghppU3TJPWaL0nFWRcJb7VSQ_231C2RkYheKS8ddQArBBDLawd4BuvXegTpwlDGLd2N_tnQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,79.99,,gap_q,gap jeans,5.0,1.0,-47.989999999999995,0,1,1,1,1,0,0,0,0,0
53,Men's 100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with ...,https://www.gap.com/browse/product.do?pid=455584002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/16403109409845284713?gl=us,16403109409845284713,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16403109409845284713,Gap,,47.0,3.8,14.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRtogCNxwYdReX1COPWwdn621eRfz0go5ctqlZw4Ie5eadcGygBj5s9wLpz3Z9-2Hij8JO9sNIZ_UhX4JyLixUJ7UWu3XJqowLTKJy8lriOgHc43GyiToBNOQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$16.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,3.8,14.0,0.0,1,0,1,1,0,0,0,0,0,0
54,Women's ’90S Straight Jeans with Washwell by Gap Dark Indigo Petite Size 24,https://www.gap.com/browse/product.do?pid=728815002&vid=3&tid=gpns000044,https://www.google.com/shopping/product/8113227927496310450?gl=us,8113227927496310450,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8113227927496310450,Gap,,47.0,4.6,16.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT8N43o_zdyIqhPwNVkpuVu5XaPZ-lxfvedEZx-COiU1jCJcUc-XJi99v92nM4e2zT5l_X8V3HUpEe1pO5V3AoCS6mkQfCbK9A9h-2PhRdt2aqoVRf1xKsz&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$24.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,4.6,16.0,0.0,1,0,1,1,0,0,0,0,0,0
55,Gap Men's Straight Taper Fit Denim Jeans,https://www.amazon.com/GAP-Straight-Taper-Jeans-Rinsed/dp/B09V28PRP1?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/6560631464806171819?gl=us,6560631464806171819,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6560631464806171819,Amazon.com,,24.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRuCJDnGlwc1H9s6i6Qg8kwqhwobp-wXBnVfwKme-3JnQnPjf7XNbjTyTwJ8vhEq42vwt9DBcT1SZKJ0XJMxjVUashBQ-mBeFoALvTfuMZHYlpVSzrZjD2v&usqp=CAE,$5.99 delivery,"['$1.41 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.5,2500.0,,,,,,,gap_q,gap jeans,4.340624999999999,122.84375,0.0,1,0,1,0,0,0,0,1,0,0
56,Gap Men's Soft Wear Stretch Slim Fit Denim Jeans,https://www.amazon.com/GAP-Mens-Jeans-Medium-Indigo/dp/B09V32L5LM?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/13472335694123247663?gl=us,13472335694123247663,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13472335694123247663,Amazon.com,,54.99,4.3,63.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQXdD99wr25p1qM5M8XCC8lMAoG5g7E8PrD94vF8tS7ywkeSHMkqKhtM5Ig2MftOfYc9exnyXaCbLYpKY5QN4UNH7UtK_3D9kRB_Ol7mR4jFm8J-Mo2UcVaZQ&usqp=CAE,Free delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap jeans,4.3,63.0,0.0,0,0,1,0,0,0,0,1,0,0
57,Gap Jeans | Nwt Gap 1969 Straight Leg Denim Jean 34x34 | Color: Blue | Size: 34 ...,https://poshmark.com/listing/NWT-Gap-1969-straight-leg-denim-jean-34x34-64e57327bd66cd1ff253c0c6?srsltid=AfmBOoq9TSWF4_UpICFKcUHzCo9e-_yozakWGY0fispw67pOs2adw9-5xgk&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e#utm_source=gdm_unpaid,https://www.google.com/shopping/product/12979163054670560720?gl=us,12979163054670560720,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12979163054670560720,Poshmark,,22.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ_WIDtykEi2m27Z5CWoyKUAmN7AznycSYpPfNdpkFa4RrtH0hgb7YfBGvR7dozYVtS3DVs-kIdIrENJUwbEXBwh9w2EXcdw_HbjptLRdg2&usqp=CAE,"Delivery by Mon, Oct 9",,,,,,,,,,,,gap_q,gap jeans,4.340624999999999,122.84375,0.0,0,0,0,0,0,0,0,0,0,0
58,Gap Women's Boot Cut Denim Jeans,https://www.amazon.com/GAP-Womens-Jeans-Rinse-Regular/dp/B09V48LRH6?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/14710829763433165006?gl=us,14710829763433165006,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14710829763433165006,Amazon.com,,36.58,4.2,91.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSGbsHpPBazZpitKzemOlB4qagPUTamEABMXclkRl05CJsrQRWsFD7Tes6J6fGgTrTVsuvkCQHcQOzheOnt0gAoa2UZXLdCIw1EOzeph40gukGGIhs4pxKw&usqp=CAE,Free delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap jeans,4.2,91.0,0.0,0,0,1,0,0,0,0,1,0,0
59,Gap Factory Women's High Rise Vintage Slim Jeans with Washwell Medium Wash Size 25,https://www.gapfactory.com/browse/product.do?pid=773735001&vid=1&tid=gfns000002,https://www.google.com/shopping/product/15578440779734480596?gl=us,15578440779734480596,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15578440779734480596,Gap Factory,,28.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTKa09TksUBQK3PREZn51-FUNoFjsiVik7BDvnyPqerQulZBWrkRTGwabd8i2XvtusCiU7ayF7CFe7TqjKsRqKWUSiTlMiMXtt7HI0w7Ug&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$13.99 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap jeans,4.340624999999999,122.84375,0.0,1,0,1,1,1,0,0,0,0,0
60,Gap High Rise Velvet Vintage Slim Jeans Black,https://modesens.com/product/gap-high-rise-velvet-vintage-slim-jeans-black-81278492/?country=us&language=en&refinfo=gSH_ggfGapfc-ApAcCl81278492&srsltid=AfmBOoqM7WavsP-odc8-NIpHPh56RWKNhErw-KaF5KnV2TV2LBgtE9y8vo0,https://www.google.com/shopping/product/4657107322519725258?gl=us,4657107322519725258,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4657107322519725258,ModeSens,,63.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSrbl7N_0PGP8TixKjO4wokH_sEQEcEHEA4qeCT8JhYmoxPx8n20Bri2GNG7YZsfBrlhKCl_H4qSIi2As9sIr9S2J_DyH-3c38YHUvJWzE34eb--jz0GDffsQ&usqp=CAE,$7.00 delivery,"['$8.00 below typical', 'LOW PRICE']",,LOW PRICE,,,,,,,,,gap_q,gap jeans,4.340624999999999,122.84375,0.0,1,0,0,0,0,0,0,0,0,0
1,Gap Men's Logo T-Shirt,https://www.amazon.com/GAP-Mens-Logo-T-Shirt-Heather/dp/B09R3PHHY4?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/14343973528487865506?gl=us,14343973528487865506,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14343973528487865506,Amazon.com,,12.78,4.7,269.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTlLaJPI2sISKbVhV3DZK8qkZhGg1OduNQK3nxnG933J-B-DBJ5vk_NWPokfmjZPO8_R5JaVX2W3I2TS1ubBN1crRIgrURyZVP0gVhFIiQyI4gWcii-oCZ0&usqp=CAE,$5.99 delivery,,Top Quality Store,,4.5,2500.0,2,"https://www.google.com/shopping/product/14343973528487865506/offers?hl=en&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&gl=us&q=gap+tshirts&prds=eto:4453289487196597690_0,pid:5734219539696617920,rsk:PC_14316848995743037592&sa=X&ved=0ahUKEwiWyfi3iNaBAxVkmokEHaKXBQ0Q3q4ECIAP",https://serpapi.com/search.json?engine=google_product&filter=eto%3A4453289487196597690_0%2Cpid%3A5734219539696617920%2Crsk%3APC_14316848995743037592&gl=us&offers=1&product_id=14343973528487865506&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwiWyfi3iNaBAxVkmokEHaKXBQ0Q3q4ECIAP,,,,gap_q,gap tshirts,4.7,269.0,0.0,0,0,1,0,0,0,0,1,0,0
2,Gap Factory Men's Crewneck T-Shirt (3-Pack) Tapestry Navy Size Xs,https://www.gapfactory.com/browse/product.do?pid=794958001&vid=1&tid=gfns000002,https://www.google.com/shopping/product/3793191756204410449?gl=us,3793191756204410449,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3793191756204410449,Gap Factory,,20.0,4.6,54.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSe07i-x-zqyIIYn05eudvecQ0Oo9R6Kymzs8MDBasRPJ258GcR5ZpSHobsftaVCcxMwOOE2672BNuo1dsU-NDsxyzaCfMOCgJa7pi1zVqSo6cqfkCaOPEm&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$4.99 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap tshirts,4.6,54.0,0.0,1,0,1,1,1,0,0,0,0,0
3,Women's 100% Organic Cotton Vintage Crewneck T-Shirt by Gap Sage Green Size XXL,https://www.gap.com/browse/product.do?pid=795346682&vid=1&tid=gpns000044,https://www.google.com/shopping/product/17116444437665937386?gl=us,17116444437665937386,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17116444437665937386,Gap,,18.99,5.0,1.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS2WhtIGbU_U_8mf04plg49TDKlBlxh9NCDnfRNVjCtM6ORyHggisu32Oqa7L4pcXpTRLB3yQ-mc2b2HI13EEaK3-6Bx1pZfIcxtftl3Ls&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,24.95,,gap_q,gap tshirts,5.0,1.0,-5.960000000000001,0,1,1,1,0,0,0,0,0,0
4,Gap Men's Classic Logo Tee T-Shirt,https://www.amazon.com/GAP-Classic-French-Almond-Medium/dp/B09XQM7N9T?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/13317853920842497488?gl=us,13317853920842497488,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13317853920842497488,Amazon.com,,15.57,4.7,269.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQso5DM3ihxERRNAeDJIpI8P3OwK6ycqoOzWmY_YchsKSypbL-p6c3tJb69Ot3Qr6Iql_uYIjyi0gWtYmUaSM-5BSjnPHyfseVRCQN67ASprEn8bD2pb5oP8A&usqp=CAE,$5.99 delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap tshirts,4.7,269.0,0.0,0,0,1,0,0,0,0,1,0,0
